can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,price_change_percent,price_change_hourly_rate,price_change_projections,price_change_locked_until,price_change_calibrating,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,known_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,scout_risks,scout_news_link,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90
True,True,,,108813,0,0,-1,1,-7.4,2,"[{'offset': 0, 'projected_percent': '-7.1', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-6.3', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-5.4', 'likelihood': -1}]",,False,0,1,0.5,0.5,2,Christian,0.5,300,False,,,44,108813.jpg,2.0,False,Walton,0.4,False,,a,12,40,2,2885,1200,14552,639,0.1,0.5,Walton,,241.0,2022-01-19,1995-11-09,False,p108813,90,0,0,0,1,0,0,0,0,0,1,0,10,12.0,0.0,0.0,1.2,2,17,0,0,1,0.00,0.01,0.01,2.24,,,,,,,[],,311,24,457,31,405,26,371,24,0.0,1.0,0.01,0.01,2.24,1.0,550,45,314,22,223,19,269,36,1.0,0.0,0.0
True,True,,,112520,0,0,0,0,-22.9,-12,"[{'offset': 0, 'projected_percent': '-23.1', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-23.5', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-23.9', 'likelihood': -2}]",,False,0,1,0.0,0.0,0,Alex,0.0,301,False,,,40,112520.jpg,0.0,False,Palmer,3.9,False,,a,12,40,0,73478,2882,110005,8766,0.0,0.0,Palmer,,241.0,2025-02-03,1996-08-10,False,p112520,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,420,33,408,14,352,9,424,33,0.0,0.0,0.0,0.0,0.0,0.0,597,57,414,32,434,33,87,14,0.0,0.0,0.0
True,True,,,50093,0,0,0,0,1.1,0,"[{'offset': 0, 'projected_percent': '1.1', 'likelihood': 1}, {'offset': 1, 'projected_percent': '1.1', 'likelihood': 1}, {'offset': 2, 'projected_percent': '1.1', 'likelihood': 1}]",,False,0,1,0.0,0.0,0,David,0.0,302,False,,,40,50093.jpg,0.0,False,Button,0.6,False,,a,12,40,0,31160,1150,14786,934,0.0,0.0,Button,,241.0,2025-07-04,1989-02-27,False,p50093,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,413,28,401,9,345,4,417,28,0.0,0.0,0.0,0.0,0.0,0.0,590,52,407,27,427,28,234,34,0.0,0.0,0.0
True,True,,,183015,0,0,-1,1,3.0,-13,"[{'offset': 0, 'projected_percent': '2.9', 'likelihood': 1}, {'offset': 1, 'projected_percent': '2.8', 'likelihood': 1}, {'offset': 2, 'projected_percent': '2.6', 'likelihood': 1}]",,False,0,2,0.0,0.0,0,Cédric,0.0,303,False,,,39,183015.jpg,0.0,False,Kipré,0.9,False,,a,12,40,0,48043,3422,27915,3168,0.0,0.0,Kipré,,54.0,2026-07-01,1996-12-09,False,p183015,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,407,148,395,144,339,129,411,147,0.0,0.0,0.0,0.0,0.0,0.0,665,215,401,140,421,148,198,76,0.0,0.0,0.0
True,True,,,216616,0,0,0,0,-35.6,-17,"[{'offset': 0, 'projected_percent': '-35.9', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-36.8', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-37.7', 'likelihood': -2}]",,False,0,2,1.5,1.5,2,Dara,1.5,304,False,,,40,216616.jpg,2.0,False,O'Shea,2.7,False,,a,12,40,10,64818,1399,124241,10898,0.4,2.5,O'Shea,,104.0,2024-08-25,1999-03-04,False,p216616,450,0,0,0,11,0,0,0,0,0,0,0,24,130.0,71.0,21.0,22.1,41,18,7,48,5,0.07,0.26,0.33,8.98,,,,,,,[],,31,11,72,12,177,53,71,15,0.01,0.0,0.05,0.06,1.8,2.2,609,170,228,82,222,84,109,42,1.0,0.0,9.6
True,True,,,455084,0,0,0,0,66.3,29,"[{'offset': 0, 'projected_percent': '66.4', 'likelihood': 3}, {'offset': 1, 'projected_percent': '66.8', 'likelihood': 3}, {'offset': 2, 'projected_percent': '67.2', 'likelihood': 3}]",,False,1,2,5.8,5.8,2,Leif,5.8,305,False,,,40,455084.jpg,5.0,False,Davis,6.9,False,,a,12,40,25,357174,36971,176037,18421,1.4,6.2,Davis,,241.0,2022-07-25,1999-12-31,False,p455084,450,2,2,0,11,0,0,0,0,0,0,1,52,144.8,61.9,117.0,32.5,22,10,2,24,5,1.59,0.46,2.05,8.98,,,2.0,,,,[],,25,7,91,20,24,2,24,2,0.32,0.0,0.09,0.41,1.8,2.2,624,180,23,7,56,23,54,21,1.0,0.0,4.8
True,True,,,449429,0,0,0,0,-81.8,-2,"[{'offset': 0, 'projected_percent': '-81.9', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-82.2', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-82.5', 'likelihood': -3}]",,False,0,2,0.2,0.2,0,Jacob,0.2,306,False,,,40,449429.jpg,0.8,False,Greaves,1.1,False,,a,12,40,3,8072,336,37262,2521,0.0,0.8,Greaves,,241.0,2024-07-12,2000-09-12,False,p449429,357,0,0,0,10,1,0,0,1,0,0,0,12,68.6,16.9,4.0,9.0,25,12,5,30,4,0.00,0.06,0.06,6.74,,,,,,,[],,136,62,230,78,301,106,223,81,0.0,0.0,0.02,0.02,1.7,2.52,622,178,361,128,401,137,171,66,1.01,0.0,7.56
True,True,,,176420,0,0,-1,1,1.7,4,"[{'offset': 0, 'projected_percent': '1.7', 'likelihood': 1}, {'offset': 1, 'projected_percent': '1.8', 'likelihood': 1}, {'offset': 2, 'projected_percent': '1.8', 'likelihood': 1}]",,False,0,2,0.2,0.2,0,Darnell,0.2,308,False,,,39,176420.jpg,1.0,False,Furlong,0.6,False,,a,12,40,1,17488,4851,18712,1935,0.1,0.3,Furlong,,241.0,2025-08-28,1995-10-31,False,p176420,17,0,0,0,1,0,0,0,0,0,0,0,-1,5.0,0.5,0.0,0.6,2,0,1,3,0,0.00,0.00,0.00,0.86,,,,,,,[],,359,134,370,138,338,128,386,138,0.0,0.0,0.0,0.0,4.55,5.29,664,214,358,125,297,104,232,89,0.0,0.0,15.88
True,True,,,501390,0,0,-1,1,-27.2,0,"[{'offset': 0, 'projected_percent': '-27.2', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-27.2', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-27.2', 'likelihood': -2}]",,False,0,3,0.5,0.5,0,Marcelino,0.5,309,False,,,49,501390.jpg,3.0,False,Núñez,0.1,False,,a,12,40,6,3077,60,7474,467,0.1,1.2,Núñez,,44.0,2025-08-29,2000-03-01,False,p501390,140,0,0,0,4,0,0,0,0,0,0,0,32,24.6,19.4,6.0,5.0,8,10,3,21,2,0.03,0.05,0.08,3.48,3.0,,1.0,,,,[],,269,113,220,120,288,148,291,130,0.02,0.0,0.03,0.05,2.24,2.57,386,229,328,152,139,55,407,149,1.29,0.0,13.5
True,True,100.0,100.0,241117,0,0,-1,1,0.0,0,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",,False,0,3,0.0,0.0,0,Azor,0.0,310,False,,2026-07-29T18:00:10.305484Z,49,241117.jpg,0.0,False,Matusiwa,0.0,False,,a,12,40,0,124,13,274,13,0.0,0.0,Matusiwa,,152.0,2025-07-13,1998-04-28,False,p241117,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,566,235,563,240,528,215,571,236,0.0,0.0,0.0,0.0,0.0,0.0,363,218,565,235,577,242,647,282,0.0,0.0,0.0
True,True,0.0,0.0,231899,-1,1,-1,1,0.1,1,"[{'offset': 0, 'projected_percent': '0.1', 'likelihood': 1}, {'offset': 1, 'projected_percent': '0.1', 'likelihood': 1}, {'offset': 2, 'projected_percent': '0.1', 'likelihood': 1}]",,False,0,3,0.0,0.0,0,Jack,0.0,312,False,Knee injury - Unknown return date,2026-07-29T18:00:10.319370Z,44,231899.jpg,0.0,False,Taylor,0.0,False,,i,12,40,0,846,270,2565,184,0.0,0.0,Taylor,,104.0,2023-06-26,1998-06-23,False,p231899,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],https://www.itfc.co.uk/news/2026/may/12/midfield-duo-undergo-surgery/,469,193,461,199,410,171,474,194,0.0,0.0,0.0,0.0,0.0,0.0,562,293,466,194,483,201,537,217,0.0,0.0,0.0
True,True,,,443261,0,0,-1,1,-75.4,-4,"[{'offset': 0, 'projected_percent': '-76.4', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-79.7', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-82.9', 'likelihood': -3}]",,False,0,3,1.0,1.0,2,Jack,1.0,313,False,,,54,443261.jpg,2.8,False,Clarke,0.2,False,,a,12,40,11,5445,94,15526,732,0.2,2.0,Clarke,Jack Clarke,241.0,2024-08-24,2000-11-23,False,p443261,170,1,0,0,2,0,0,0,1,0,0,1,48,52.0,55.4,45.0,15.2,3,5,2,10,2,0.30,0.37,0.67,1.97,4.0,,3.0,,1.0,,[],,187,76,104,70,106,60,139,72,0.16,0.0,0.2,0.36,1.04,1.06,193,121,269,124,171,72,343,122,1.06,0.0,5.29
True,True,0.0,,531442,0,0,-1,1,-24.0,-4,"[{'offset': 0, 'projected_percent': '-24.4', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-25.7', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-27.0', 'likelihood': -2}]",,False,0,3,0.0,1.5,-1,Abdul,1.5,315,False,Suspended until 17 Oct,2026-09-19T15:30:10.126897Z,54,531442.jpg,1.6,False,Fatawu,0.2,False,,s,12,40,8,5348,46,12777,1933,0.3,1.5,Fatawu,Abdul Fatawu,81.0,2026-07-21,2004-03-08,False,p531442,352,0,1,0,10,0,0,0,2,1,0,0,71,64.8,133.7,41.0,24.0,8,11,9,28,5,0.17,1.11,1.28,7.79,2.0,,,,,,[],,148,53,23,22,120,67,56,37,0.04,0.0,0.28,0.32,1.99,2.56,207,131,240,108,268,120,359,130,1.28,0.0,7.16
True,True,100.0,100.0,543968,0,0,0,0,77.2,-13,"[{'offset': 0, 'projected_percent': '77.2', 'likelihood': 3}, {'offset': 1, 'projected_percent': '77.0', 'likelihood': 3}, {'offset': 2, 'projected_percent': '76.8', 'likelihood': 3}]",,False,1,4,4.2,4.2,2,Emersonn,4.2,316,False,,2026-08-31T09:30:08.306145Z,55,543968.jpg,5.2,False,Correia da Silva,3.5,False,,a,12,40,26,309556,25858,137020,17746,0.8,4.7,Emersonn,Emersonn,30.0,2026-07-08,2004-07-16,False,p543968,317,2,1,0,6,0,0,0,0,0,0,6,110,98.8,50.4,104.0,25.3,3,4,3,10,5,1.61,0.12,1.73,4.29,,,,,2.0,,[],,80,6,117,10,32,13,52,9,0.46,0.0,0.03,0.49,1.22,1.7,158,39,65,7,54,5,96,13,1.42,0.0,2.84
True,True,100.0,100.0,481624,0,0,-1,1,-6.3,0,"[{'offset': 0, 'projected_percent': '-6.3', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-6.3', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-6.3', 'likelihood': -1}]",,False,0,3,0.5,0.5,1,Jaden,0.5,318,False,,2026-08-25T11:30:07.532993Z,54,481624.jpg,1.0,False,Philogene,0.1,False,,a,12,40,2,288,20,9239,115,0.1,0.4,Philogene,,241.0,2025-01-15,2002-02-08,False,p481624,52,0,0,0,1,0,0,0,0,0,0,0,11,4.8,4.6,13.0,2.2,0,4,0,4,0,0.08,0.01,0.08,0.97,5.0,,,,3.0,,[],,362,168,309,159,235,122,344,162,0.14,0.0,0.02,0.16,1.68,1.73,198,124,341,160,379,177,453,176,0.0,0.0,6.92
True,True,,,147675,0,0,0,0,22.8,-13,"[{'offset': 0, 'projected_percent': '22.8', 'likelihood': 2}, {'offset': 1, 'projected_percent': '22.6', 'likelihood': 2}, {'offset': 2, 'projected_percent': '22.4', 'likelihood': 2}]",,False,0,4,1.5,1.5,1,Chuba,1.5,320,False,,,50,147675.jpg,2.3,False,Akpom,1.2,False,,a,12,40,7,129873,3917,72038,7605,0.3,1.4,Akpom,,241.0,2026-07-01,1995-10-09,False,p147675,78,1,0,0,4,0,0,0,0,0,0,0,36,34.6,2.5,24.0,6.1,0,2,1,3,0,1.14,0.00,1.14,4.20,,,,,,,[],,238,20,326,42,170,29,267,28,1.32,0.0,0.0,1.32,4.85,4.62,246,51,233,26,203,21,165,26,0.0,0.0,3.46
True,True,,,557012,0,0,0,0,37.0,-24,"[{'offset': 0, 'projected_percent': '36.8', 'likelihood': 2}, {'offset': 1, 'projected_percent': '36.5', 'likelihood': 2}, {'offset': 2, 'projected_percent': '36.2', 'likelihood': 2}]",,False,0,4,0.0,0.0,0,Sindre,0.0,321,False,,,45,557012.jpg,1.0,False,Walle Egeli,3.5,False,,a,12,40,1,325990,13369,204910,20423,0.0,0.2,Walle Egeli,,161.0,2025-08-29,2006-06-21,False,p557012,10,0,0,0,0,0,0,0,0,0,0,0,3,0.0,0.1,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.03,,,,,,,[],,520,50,390,49,474,49,525,54,0.0,0.0,0.0,0.0,0.27,0.0,508,71,520,52,321,36,93,12,0.0,0.0,0.0
True,True,,,461587,-1,1,-1,1,-0.2,-6,"[{'offset': 0, 'projected_percent': '-0.3', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-0.8', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-1.3', 'likelihood': -1}]",,False,0,3,0.5,0.5,0,Kasey,0.5,323,False,,,44,461587.jpg,1.0,False,McAteer,1.0,False,,a,12,40,3,27271,527,60856,5009,0.1,0.7,McAteer,,104.0,2025-08-22,2001-11-22,False,p461587,42,0,0,0,0,0,0,0,0,0,0,0,12,4.6,1.8,7.0,1.4,0,4,1,5,0,0.05,0.00,0.05,0.21,,,,,,,[],,363,169,337,169,275,141,366,175,0.11,0.0,0.0,0.11,0.45,0.0,566,294,318,147,313,138,174,55,0.0,0.0,10.71
True,True,,,232457,-1,1,-2,2,-0.9,1,"[{'offset': 0, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 1, 'projected_percent': '0.0', 'likelihood': 0}, {'offset': 2, 'projected_percent': '0.0', 'likelihood': 0}]",,False,0,3,0.0,0.0,0,Anis,0.0,324,False,,,48,232457.jpg,0.0,False,Mehmeti,0.0,False,,a,12,40,0,376,50,2434,103,0.0,0.0,Mehmeti,,2.0,2026-01-23,2001-01-09,False,p232457,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,553,225,549,231,511,204,558,226,0.0,0.0,0.0,0.0,0.0,0.0,412,251,553,226,565,233,530,213,0.0,0.0,0.0
True,True,,,442967,-1,1,-2,2,-6.9,0,"[{'offset': 0, 'projected_percent': '-6.9', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-6.9', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-6.9', 'likelihood': -1}]",,False,0,3,1.5,1.5,1,Daizen,1.5,562,False,,,53,442967.jpg,1.6,False,Maeda,0.2,False,,a,12,40,8,2826,98,19946,1176,0.3,1.5,Maeda,,108.0,2026-07-25,1997-10-20,False,p442967,259,0,0,0,8,0,0,0,0,0,0,0,32,31.0,5.5,47.0,8.1,8,4,8,20,3,0.71,0.02,0.73,6.05,,,,,,,[],,251,103,300,151,102,57,236,107,0.25,0.0,0.01,0.26,2.1,2.78,223,141,237,106,267,119,318,113,1.04,0.0,6.95
True,True,,,240514,0,0,0,0,-28.1,-4,"[{'offset': 0, 'projected_percent': '-28.5', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-29.5', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-30.5', 'likelihood': -2}]",,False,0,1,1.2,1.2,0,Kjell,1.2,564,False,,,45,240514.jpg,1.8,False,Scherpen,0.6,False,,a,12,40,7,14987,420,22475,1898,0.3,1.6,Scherpen,,152.0,2026-07-28,2000-01-23,False,p240514,360,0,0,0,10,0,0,0,0,0,15,0,40,103.6,0.0,0.0,10.3,8,39,0,0,4,0.00,0.01,0.01,6.74,,,,,,,[],,75,14,489,47,440,42,205,14,0.0,3.75,0.0,0.0,1.68,2.5,463,35,249,20,249,21,239,35,1.0,0.0,0.0
True,True,100.0,100.0,216055,-1,1,-2,2,-1.1,0,"[{'offset': 0, 'projected_percent': '-1.1', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-1.1', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-1.1', 'likelihood': -1}]",,False,0,3,0.5,0.5,1,Florentino Ibrain,0.5,571,False,,2026-08-25T11:30:07.678802Z,48,216055.jpg,1.0,False,Morris Luís,0.1,False,,a,12,40,2,1015,70,6979,248,0.1,0.4,Florentino,Florentino,173.0,2026-08-04,1999-08-19,False,p216055,30,0,0,0,0,0,0,0,0,0,0,0,9,9.0,22.3,2.0,3.2,1,0,1,2,0,0.00,0.01,0.01,0.75,,,,,,,[],,331,151,213,118,323,160,317,145,0.0,0.0,0.03,0.03,2.25,0.0,411,250,322,149,327,141,442,170,0.0,0.0,6.0
True,True,100.0,100.0,474120,0,0,0,0,8.2,-7,"[{'offset': 0, 'projected_percent': '8.1', 'likelihood': 1}, {'offset': 1, 'projected_percent': '8.1', 'likelihood': 1}, {'offset': 2, 'projected_percent': '8.0', 'likelihood': 1}]",,False,0,3,2.5,2.5,2,Julio,2.5,591,False,,2026-08-22T18:00:07.551930Z,55,474120.jpg,3.0,False,Enciso,0.8,False,,a,12,40,15,93109,1546,51213,4924,0.5,2.7,Enciso,,168.0,2026-08-17,2004-01-23,False,p474120,413,0,2,0,11,0,0,0,1,0,0,0,83,60.2,75.6,100.0,23.6,5,24,2,31,5,1.26,0.89,2.15,8.47,,,,,,,[],,164,63,66,54,35,20,59,39,0.27,0.0,0.19,0.46,1.85,2.4,150,92,158,65,152,63,201,63,1.09,0.0,6.76
True,True,,,572584,0,0,0,0,-28.1,-1,"[{'offset': 0, 'projected_percent': '-28.1', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-28.3', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-28.5', 'likelihood': -2}]",,False,0,2,1.2,1.2,2,Abdoul,1.2,592,False,,,40,572584.jpg,1.2,False,Ouattara,0.9,False,,a,12,40,6,13314,529,25671,1535,0.3,1.5,Ouattara,,54.0,2026-08-17,2005-10-22,False,p572584,131,0,0,0,2,0,0,0,0,0,0,0,29,31.6,36.2,9.0,7.6,7,14,4,11,1,0.02,0.03,0.05,3.13,,,,,,,[],,249,104,167,47,260,90,240,90,0.01,0.0,0.02,0.03,2.15,1.37,647,198,248,89,289,100,197,75,0.69,0.0,7.56
True,True,,,218543,0,0,0,0,1.0,-4,"[{'offset': 0, 'projected_percent': '1.0', 'likelihood': 1}, {'offset': 1, 'projected_percent': '0.9', 'likelihood': 1}, {'offset': 2, 'projected_percent': '0.9', 'likelihood': 1}]",,False,0,3,2.8,2.8,2,Exequiel,2.8,619,False,,,50,218543.jpg,2.8,False,Palacios,0.1,False,,a,12,40,11,8884,396,3231,621,0.6,2.2,Palacios,,10.0,2026-08-27,1998-10-05,False,p218543,275,0,0,0,7,0,0,0,0,0,0,0,64,55.4,46.6,4.0,10.6,12,23,9,44,3,0.00,0.09,0.09,5.30,,,,,,,[],,175,70,133,85,307,157,201,97,0.0,0.0,0.03,0.03,1.73,2.29,263,164,132,58,164,68,473,184,0.98,0.0,14.4
True,True,,,431639,0,0,0,0,0.4,0,"[{'offset': 0, 'projected_percent': '0.4', 'likelihood': 1}, {'offset': 1, 'projected_percent': '0.4', 'likelihood': 1}, {'offset': 2, 'projected_percent': '0.4', 'likelihood': 1}]",,False,0,4,2.0,2.0,0,Zian,2.0,640,False,,,55,431639.jpg,2.0,False,Flemming,0.1,False,,a,12,40,6,9018,656,2997,775,0.4,1.1,Flemming,,152.0,2026-09-01,1998-08-01,False,p431639,60,1,0,0,1,0,0,0,1,0,0,0,34,38.2,12.1,55.0,10.5,1,3,1,5,0,0.64,0.01,0.65,0.63,,,,,,,[],,224,19,264,32,86,21,203,22,0.96,0.0,0.02,0.98,0.94,1.5,141,37,197,18,238,24,464,67,0.0,0.0,7.5
True,True,0.0,0.0,153682,0,0,-3,3,-45.7,-115,"[{'offset': 0, 'projected_percent': '-46.9', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-50.3', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-53.7', 'likelihood': -3}]",,False,0,3,0.0,0.0,0,Harry,0.5,260,False,Thigh injury - Unknown return date,2026-09-18T13:30:09.626858Z,62,153682.jpg,1.2,False,Wilson,1.7,False,,i,13,2,5,29019,48,449137,32435,0.1,0.8,Wilson,,244.0,2026-07-08,1997-03-22,False,p153682,145,0,0,1,1,0,0,0,1,0,0,0,19,19.2,52.4,12.0,8.5,3,4,4,11,1,0.01,0.09,0.10,3.28,2.0,,2.0,,,,[],,287,123,111,73,242,127,229,106,0.01,0.0,0.06,0.07,2.04,0.62,54,38,345,163,295,135,136,42,0.62,0.62,6.83
True,True,,,434752,0,0,0,0,5.1,-16,"[{'offset': 0, 'projected_percent': '5.0', 'likelihood': 1}, {'offset': 1, 'projected_percent': '4.8', 'likelihood': 1}, {'offset': 2, 'projected_percent': '4.6', 'likelihood': 1}]",,False,0,2,0.5,0.5,0,Jaka,0.5,327,False,,,50,434752.jpg,4.0,False,Bijol,0.7,False,,a,13,2,12,68894,592,57849,4234,0.1,2.4,Bijol,,195.0,2025-06-23,1999-02-05,False,p434752,164,0,0,1,2,0,0,0,0,0,0,2,29,38.2,0.6,15.0,5.4,18,7,3,21,2,0.11,0.00,0.11,3.16,,,,,,,[],,223,90,369,137,220,71,285,107,0.06,0.0,0.0,0.06,1.73,1.1,279,44,329,119,92,39,215,84,1.1,0.55,11.52
True,True,0.0,0.0,214225,-1,1,-2,2,-4.3,-8,"[{'offset': 0, 'projected_percent': '-4.4', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-4.8', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-5.1', 'likelihood': -1}]",,False,0,2,0.0,0.0,0,Joe,0.2,329,False,Hamstring injury - Expected back 21 Nov,2026-08-30T16:00:08.564382Z,43,214225.jpg,3.5,False,Rodon,0.8,False,,i,13,2,7,26928,34,295082,7077,0.0,1.6,Rodon,,244.0,2024-07-02,1997-10-22,False,p214225,123,0,0,1,0,0,0,0,0,0,0,0,25,23.0,14.7,7.0,4.5,10,2,1,11,2,0.03,0.06,0.09,1.01,,,,,,,[],https://www.leedsunited.com/en/news/daniel-farke-provides-fitness-update-ahead-of-brighton-clash-a,274,112,241,84,274,96,299,112,0.02,0.0,0.04,0.06,0.74,0.0,581,156,363,130,116,46,202,78,1.46,0.73,8.05
True,True,,,226182,0,0,1,-1,44.8,266,"[{'offset': 0, 'projected_percent': '46.0', 'likelihood': 3}, {'offset': 1, 'projected_percent': '49.7', 'likelihood': 3}, {'offset': 2, 'projected_percent': '53.4', 'likelihood': 3}]",,False,2,2,9.0,9.0,5,Jayden,9.0,330,True,,,46,226182.jpg,8.4,False,Bogle,6.8,False,,a,13,2,42,618616,92043,76033,16825,2.0,9.1,Bogle,,241.0,2024-07-20,2000-07-27,False,p226182,365,2,0,4,1,0,0,0,2,0,0,6,122,108.8,34.6,119.0,26.2,11,11,5,16,5,1.38,0.08,1.46,2.89,,,,,,,[],,59,25,171,51,23,1,46,5,0.34,0.0,0.02,0.36,0.71,0.25,425,82,4,2,4,2,58,23,1.23,0.99,3.95
True,True,100.0,100.0,243526,0,0,0,0,0.8,4,"[{'offset': 0, 'projected_percent': '0.9', 'likelihood': 1}, {'offset': 1, 'projected_percent': '0.9', 'likelihood': 1}, {'offset': 2, 'projected_percent': '1.0', 'likelihood': 1}]",,False,0,2,3.5,3.5,6,Gabriel,3.5,331,False,,2026-08-08T20:00:07.546568Z,45,243526.jpg,4.7,False,Gudmundsson,0.1,False,,a,13,2,14,3950,352,2643,213,0.8,3.1,Gudmundsson,,206.0,2025-07-08,1999-04-29,False,p243526,252,0,0,2,1,0,0,0,0,0,0,0,62,38.6,29.5,8.0,7.7,5,12,9,14,3,0.00,0.21,0.21,3.83,,,,,,,[],,222,89,188,59,268,94,238,88,0.0,0.0,0.08,0.08,1.37,0.36,466,106,90,36,69,31,466,165,1.07,0.71,5.0
True,True,,,220627,0,0,0,0,16.8,-2,"[{'offset': 0, 'projected_percent': '16.8', 'likelihood': 1}, {'offset': 1, 'projected_percent': '16.8', 'likelihood': 1}, {'offset': 2, 'projected_percent': '16.7', 'likelihood': 1}]",,False,0,2,4.0,4.0,8,James,4.0,332,False,,,45,220627.jpg,5.2,False,Justin,1.5,False,,a,13,2,26,120163,2891,69205,4292,0.9,5.8,Justin,,241.0,2025-08-25,1998-02-23,False,p220627,450,0,0,2,3,0,0,0,0,0,0,4,91,103.6,56.1,41.0,20.0,28,14,16,44,5,0.22,0.42,0.64,6.46,,,,,,,[],,74,34,102,25,118,29,88,27,0.04,0.0,0.08,0.12,1.29,0.6,456,100,70,30,52,21,152,61,1.0,0.4,8.8
True,True,,,522047,0,0,0,0,35.7,-8,"[{'offset': 0, 'projected_percent': '35.7', 'likelihood': 2}, {'offset': 1, 'projected_percent': '35.6', 'likelihood': 2}, {'offset': 2, 'projected_percent': '35.5', 'likelihood': 2}]",,False,0,2,5.2,5.2,6,Tarik,5.2,334,False,,,50,522047.jpg,5.4,False,Muharemović,4.3,False,,a,13,2,27,289704,18419,164174,15290,1.0,5.4,Muharemović,,27.0,2026-07-17,2003-02-28,False,p522047,450,0,1,2,3,0,0,0,0,0,0,0,101,147.4,13.6,41.0,20.2,53,16,5,58,5,0.49,0.05,0.54,6.46,,,,,,,[],,19,4,255,92,119,30,86,25,0.1,0.0,0.01,0.11,1.29,0.6,313,53,37,14,47,18,79,31,1.0,0.4,11.6
